id,name,category,subcategory,tags,brand,price,originalPrice,discount,rating,reviewCount,stock,image,deliveryDays,isPrime,sizes,colors
506,Everlane Organic Cotton Box-Cut Tee - Olive (1),women,tops,basics|cotton|olive,Everlane,31.15,35.17,11,3.9,4000,171,https://picsum.photos/seed/everlane-tops-506/800/1000,4,False,XL|XXL|M|S|L,Purple
507,Nike Dri-FIT Challenger Shorts - Beige (1),men,shorts,running|lightweight|beige,Nike,41.06,54.87,25,4.3,7164,289,https://picsum.photos/seed/nike-shorts-507/800/1000,2,True,XXL|S|L|XL|XS,Purple|Grey
508,Bose QuietComfort Ultra - Olive (2),accessories,headphones,anc|comfort|olive,Bose,397.68,429.49,7,4.4,10741,294,https://picsum.photos/seed/bose-headphones-508/800/1000,3,True,,Pink|Blue
509,Converse Chuck 70 High - Navy (4),footwear,sneakers,canvas|lifestyle|navy,Converse,96.8,126.89,24,4.1,10247,83,https://picsum.photos/seed/converse-sneakers-509/800/1000,5,True,11|6|9|8|12|7|10,Black|White
510,Everlane Organic Cotton Box-Cut Tee - Beige (2),women,tops,basics|cotton|beige,Everlane,30.98,40.14,23,3.9,4732,315,https://picsum.photos/seed/everlane-tops-510/800/1000,2,False,M|L|XXL|S|XL,Pink
511,The North Face Nuptse Jacket - Navy (1),women,jackets,down|outdoor|navy,The North Face,315.0,342.86,8,4.8,17198,170,https://picsum.photos/seed/the-north-face-jackets-511/800/1000,5,False,M|XXL|S|L|XS|XL,Navy
512,Kindle Paperwhite 11th Gen - Blue (3),accessories,ereader,ereader|waterproof|blue,Amazon,143.59,176.34,19,4.2,3104,284,https://picsum.photos/seed/amazon-ereader-512/800/1000,6,True,,Black|Brown
513,Nike Air Force 1 '07 - Pink (4),footwear,sneakers,sneakers|leather|heritage|pink,Nike,123.67,158.13,22,4.3,15322,146,https://picsum.photos/seed/nike-sneakers-513/800/1000,2,True,12|11|9|6,Blue
514,Nike Air Force 1 '07 - Black (3),footwear,sneakers,sneakers|leather|heritage|black,Nike,122.0,161.13,24,4.4,11312,347,https://picsum.photos/seed/nike-sneakers-514/800/1000,5,True,8|12|10|6|7,White|Navy|Grey
515,Tumi Alpha 3 Expandable Brief - Grey (4),accessories,bags,brief|travel|grey,Tumi,517.73,576.26,10,4.8,2834,473,https://picsum.photos/seed/tumi-bags-515/800/1000,6,True,,Black|Blue
516,Fenty Beauty Gloss Bomb - Red (2),beauty,makeup,lip gloss|shine|red,Fenty Beauty,21.4,22.62,5,4.4,1095,95,https://picsum.photos/seed/fenty-beauty-makeup-516/800/1000,6,True,,Beige
517,Hoka Clifton 9 - White (2),footwear,running,max cushion|running|white,Hoka,144.9,154.42,6,4.6,17870,319,https://picsum.photos/seed/hoka-running-517/800/1000,2,True,10|11|8|7|9|6|12,Blue|Black|White
518,Skip Hop Diaper Backpack - Purple (3),kids,bags,parents|diaper|purple,Skip Hop,72.22,84.35,14,4.6,15248,83,https://picsum.photos/seed/skip-hop-bags-518/800/1000,2,True,1Y|2Y|13C|3Y|12C|10C|11C,Pink|White
519,The Ordinary Niacinamide 10% + Zinc 1% - Black (4),beauty,serum,niacinamide|oil control|black,The Ordinary,11.49,14.35,20,5.0,15801,7,https://picsum.photos/seed/the-ordinary-serum-519/800/1000,4,False,,White|Green
520,Nike Air Force 1 '07 - Brown (2),footwear,sneakers,sneakers|leather|heritage|brown,Nike,111.23,144.09,23,4.8,6789,47,https://picsum.photos/seed/nike-sneakers-520/800/1000,6,True,10|6|8|7,White|Purple
521,Reformation Nikita Dress - Purple (2),women,dresses,sustainable|summer|purple,Reformation,273.16,334.92,18,4.6,7862,257,https://picsum.photos/seed/reformation-dresses-521/800/1000,2,False,XS|L|XL|S|M,White|Brown
522,Levi's 501 Original Fit Jeans - Pink (1),men,jeans,denim|heritage|pink,Levi's,103.03,109.42,6,4.6,8355,41,https://picsum.photos/seed/levi's-jeans-522/800/1000,6,True,L|M|XS|S|XXL|XL,Red
523,Fenty Beauty Gloss Bomb - Blue (1),beauty,makeup,lip gloss|shine|blue,Fenty Beauty,22.79,30.49,25,4.5,3960,95,https://picsum.photos/seed/fenty-beauty-makeup-523/800/1000,5,True,,Navy
524,Bellroy Slim Sleeve Wallet - Olive (2),accessories,wallets,leather|rfid|olive,Bellroy,73.45,92.64,21,4.0,187,221,https://picsum.photos/seed/bellroy-wallets-524/800/1000,3,False,,Beige
525,Nike Air Force 1 '07 - Purple (4),footwear,sneakers,sneakers|leather|heritage|purple,Nike,110.81,147.01,25,4.3,5221,16,https://picsum.photos/seed/nike-sneakers-525/800/1000,4,False,6|8|11|9|7,Olive
526,CeraVe Hydrating Facial Cleanser - Purple (2),beauty,skincare,cleanser|ceramides|purple,CeraVe,17.67,20.47,14,4.4,2415,114,https://picsum.photos/seed/cerave-skincare-526/800/1000,3,True,,Green
527,Dr. Martens 1460 Smooth - White (4),footwear,boots,boots|leather|white,Dr. Martens,157.54,184.73,15,4.5,13296,483,https://picsum.photos/seed/dr.-martens-boots-527/800/1000,3,True,9|7|8|11|10|6|12,Brown|Grey
528,The North Face Nuptse Jacket - Navy (3),women,jackets,down|outdoor|navy,The North Face,294.99,369.86,20,3.8,15934,444,https://picsum.photos/seed/the-north-face-jackets-528/800/1000,2,True,XS|M|L|S|XXL|XL,Brown|Purple
529,COS Relaxed Linen Shirt - Olive (2),men,shirts,linen|summer|olive,COS,85.49,101.57,16,4.4,1117,355,https://picsum.photos/seed/cos-shirts-529/800/1000,2,True,XXL|XL|L|S,Black|Olive
530,Kindle Paperwhite 11th Gen - Grey (2),accessories,ereader,ereader|waterproof|grey,Amazon,150.37,172.37,13,4.6,6021,272,https://picsum.photos/seed/amazon-ereader-530/800/1000,4,True,,Red
531,Levi's 501 Original Fit Jeans - Blue (1),men,jeans,denim|heritage|blue,Levi's,104.43,126.13,17,4.6,7822,441,https://picsum.photos/seed/levi's-jeans-531/800/1000,6,False,L|XS|S|M,Green|Beige|Brown
532,Tumi Alpha 3 Expandable Brief - Black (1),accessories,bags,brief|travel|black,Tumi,456.8,555.42,18,4.4,2074,364,https://picsum.photos/seed/tumi-bags-532/800/1000,4,True,,Red|Purple
533,Hoka Clifton 9 - Olive (4),footwear,running,max cushion|running|olive,Hoka,145.27,176.85,18,4.3,2833,329,https://picsum.photos/seed/hoka-running-533/800/1000,6,False,6|9|8,Brown|Beige
534,Adidas Ultraboost Light - Purple (4),footwear,running,running|boost|performance|purple,Adidas,181.39,210.34,14,3.9,17950,382,https://picsum.photos/seed/adidas-running-534/800/1000,3,True,7|11|9|10,Beige|Brown
535,Converse Chuck 70 High - Purple (2),footwear,sneakers,canvas|lifestyle|purple,Converse,108.22,121.1,11,4.5,10333,308,https://picsum.photos/seed/converse-sneakers-535/800/1000,3,True,7|8|11|6|9|10|12,Purple|Navy
536,Levi's 501 Original Fit Jeans - Olive (1),men,jeans,denim|heritage|olive,Levi's,98.45,130.02,24,4.8,3167,163,https://picsum.photos/seed/levi's-jeans-536/800/1000,5,False,XS|XL|S|L|XXL,Red|Grey
537,Patagonia Better Sweater Fleece - Green (3),women,sweaters,fleece|outdoor|green,Patagonia,139.64,187.44,26,4.6,8394,209,https://picsum.photos/seed/patagonia-sweaters-537/800/1000,6,False,XL|M|XXL|S|XS,Purple|Grey
538,Skip Hop Diaper Backpack - Brown (3),kids,bags,parents|diaper|brown,Skip Hop,68.29,88.22,23,4.6,3845,57,https://picsum.photos/seed/skip-hop-bags-538/800/1000,3,True,1Y|3Y|13C|10C|12C,Red
539,Carhartt WIP Chase Hoodie - Beige (1),men,hoodies,fleece|street|beige,Carhartt WIP,97.19,111.57,13,4.1,10521,204,https://picsum.photos/seed/carhartt-wip-hoodies-539/800/1000,6,True,XS|XL|M,White|Olive
540,Patagonia Better Sweater Fleece - Green (3),women,sweaters,fleece|outdoor|green,Patagonia,129.64,144.51,10,4.6,15678,451,https://picsum.photos/seed/patagonia-sweaters-540/800/1000,3,True,S|XXL|XL|L|XS|M,Navy|Grey|Purple
541,Casio G-Shock DW5600 - Purple (3),accessories,watches,shock resistant|digital|purple,Casio,108.53,138.7,22,4.2,8511,196,https://picsum.photos/seed/casio-watches-541/800/1000,4,False,,Green
542,Kindle Paperwhite 11th Gen - Pink (3),accessories,ereader,ereader|waterproof|pink,Amazon,150.05,200.86,25,4.3,224,93,https://picsum.photos/seed/amazon-ereader-542/800/1000,5,True,,Purple|Pink|Navy
543,Nike Air Force 1 '07 - Grey (3),footwear,sneakers,sneakers|leather|heritage|grey,Nike,119.38,147.51,19,3.9,14641,408,https://picsum.photos/seed/nike-sneakers-543/800/1000,3,True,9|7|10|11,Green|Olive|Grey
544,Everlane Organic Cotton Box-Cut Tee - Brown (1),women,tops,basics|cotton|brown,Everlane,27.58,31.68,13,3.9,6429,33,https://picsum.photos/seed/everlane-tops-544/800/1000,6,True,XXL|L|XS|XL|S|M,White|Black
545,Dr. Martens 1460 Smooth - Purple (3),footwear,boots,boots|leather|purple,Dr. Martens,182.62,203.41,10,3.9,16573,394,https://picsum.photos/seed/dr.-martens-boots-545/800/1000,5,True,10|9|12|11|6|7|8,Pink|Grey|White
546,Tumi Alpha 3 Expandable Brief - Beige (3),accessories,bags,brief|travel|beige,Tumi,542.5,685.09,21,4.6,11333,411,https://picsum.photos/seed/tumi-bags-546/800/1000,6,True,,Olive
547,Nike Dri-FIT Challenger Shorts - Grey (2),men,shorts,running|lightweight|grey,Nike,45.93,59.68,23,4.2,2105,77,https://picsum.photos/seed/nike-shorts-547/800/1000,2,True,XL|L|M|S|XXL,White
548,Nike Dri-FIT Challenger Shorts - Brown (1),men,shorts,running|lightweight|brown,Nike,46.31,53.56,14,4.2,16788,194,https://picsum.photos/seed/nike-shorts-548/800/1000,4,False,L|XXL|XL|XS,Black
549,Carhartt WIP Chase Hoodie - Brown (2),men,hoodies,fleece|street|brown,Carhartt WIP,97.7,127.86,24,4.2,12048,328,https://picsum.photos/seed/carhartt-wip-hoodies-549/800/1000,5,False,XXL|M|L|S|XS,Navy|Purple|Blue
550,Birkenstock Arizona EVA - Red (1),footwear,sandals,sandals|summer|red,Birkenstock,48.5,58.04,16,4.1,16821,409,https://picsum.photos/seed/birkenstock-sandals-550/800/1000,5,False,12|9|7|10|6|8|11,Olive
551,Converse Chuck 70 High - Black (1),footwear,sneakers,canvas|lifestyle|black,Converse,93.04,122.92,24,3.9,137,48,https://picsum.photos/seed/converse-sneakers-551/800/1000,6,True,11|6|7|9,Purple|Olive
552,Skip Hop Diaper Backpack - Grey (3),kids,bags,parents|diaper|grey,Skip Hop,74.02,88.12,16,4.6,15289,115,https://picsum.photos/seed/skip-hop-bags-552/800/1000,3,True,2Y|11C,Grey|Olive|Purple
553,Allbirds Wool Runner - Pink (4),footwear,sneakers,merino|sustainable|pink,Allbirds,109.31,133.17,18,3.9,14016,259,https://picsum.photos/seed/allbirds-sneakers-553/800/1000,5,False,12|11|9|7|8|10|6,Black
554,COS Relaxed Linen Shirt - Beige (4),men,shirts,linen|summer|beige,COS,91.0,121.89,25,4.1,2883,141,https://picsum.photos/seed/cos-shirts-554/800/1000,5,False,XXL|XL|XS|M|L|S,White
555,Casio G-Shock DW5600 - Olive (4),accessories,watches,shock resistant|digital|olive,Casio,110.58,146.86,25,4.7,2267,197,https://picsum.photos/seed/casio-watches-555/800/1000,2,True,,White
556,Rains Long Jacket - Red (1),men,jackets,rain|lightweight|red,Rains,133.05,144.1,8,4.2,8601,178,https://picsum.photos/seed/rains-jackets-556/800/1000,6,True,XXL|XL|L|S,Green|Black
557,Oakley Holbrook Prizm - White (4),accessories,sunglasses,prizm|sport|white,Oakley,160.54,196.14,18,3.9,14322,204,https://picsum.photos/seed/oakley-sunglasses-557/800/1000,5,False,,Black
558,Bellroy Slim Sleeve Wallet - Navy (1),accessories,wallets,leather|rfid|navy,Bellroy,79.54,97.28,18,4.7,14263,485,https://picsum.photos/seed/bellroy-wallets-558/800/1000,6,True,,Purple|Black|Grey
559,Converse Chuck 70 High - Blue (2),footwear,sneakers,canvas|lifestyle|blue,Converse,96.66,117.94,18,4.7,17494,19,https://picsum.photos/seed/converse-sneakers-559/800/1000,2,True,12|8|9|11|7|10,Navy|Olive
560,Madewell Transport Tote - White (4),accessories,bags,tote|leather|white,Madewell,204.39,223.22,8,4.0,148,45,https://picsum.photos/seed/madewell-bags-560/800/1000,2,True,,Grey
561,Fenty Beauty Gloss Bomb - Brown (2),beauty,makeup,lip gloss|shine|brown,Fenty Beauty,21.07,27.57,24,4.5,7731,422,https://picsum.photos/seed/fenty-beauty-makeup-561/800/1000,5,False,,Brown|Green|Beige
562,Olaplex No.3 Hair Perfector - White (2),beauty,haircare,bond repair|hair|white,Olaplex,30.18,35.56,15,4.5,17964,413,https://picsum.photos/seed/olaplex-haircare-562/800/1000,5,True,,Navy|Red|Black
563,Dr. Martens 1460 Smooth - Purple (3),footwear,boots,boots|leather|purple,Dr. Martens,182.81,225.24,19,4.1,15604,94,https://picsum.photos/seed/dr.-martens-boots-563/800/1000,3,False,9|6|8|10,Brown|Olive
564,Adidas Originals Stan Smith Kids - Black (4),kids,sneakers,kids|sneakers|black,Adidas,62.08,80.75,23,4.2,242,150,https://picsum.photos/seed/adidas-sneakers-564/800/1000,3,False,12C|10C|2Y|3Y|13C,Grey|Blue|Purple
565,La Roche-Posay Anthelios SPF 60 - Brown (3),beauty,skincare,sunscreen|spf|brown,La Roche-Posay,41.59,54.5,24,4.6,5767,81,https://picsum.photos/seed/la-roche-posay-skincare-565/800/1000,4,True,,White|Beige|Pink
566,La Roche-Posay Anthelios SPF 60 - Navy (1),beauty,skincare,sunscreen|spf|navy,La Roche-Posay,39.21,45.45,14,4.1,10621,439,https://picsum.photos/seed/la-roche-posay-skincare-566/800/1000,4,True,,Green
567,Anker 737 Power Bank - Purple (2),accessories,gadgets,power bank|usb-c|purple,Anker,153.73,202.69,24,4.1,14114,431,https://picsum.photos/seed/anker-gadgets-567/800/1000,4,True,,Brown|Green
568,LEGO Classic Bricks and Wheels - Black (1),kids,toys,lego|creative|black,LEGO,31.96,39.51,19,4.4,1412,452,https://picsum.photos/seed/lego-toys-568/800/1000,3,True,12C|11C|10C|3Y|1Y|2Y,Brown
569,Anker 737 Power Bank - White (2),accessories,gadgets,power bank|usb-c|white,Anker,143.78,155.27,7,4.4,8659,384,https://picsum.photos/seed/anker-gadgets-569/800/1000,3,True,,White|Brown
570,CeraVe Hydrating Facial Cleanser - White (1),beauty,skincare,cleanser|ceramides|white,CeraVe,14.44,17.87,19,4.8,7431,393,https://picsum.photos/seed/cerave-skincare-570/800/1000,3,True,,Olive|Beige|White
571,Nike Dri-FIT Challenger Shorts - Navy (1),men,shorts,running|lightweight|navy,Nike,47.16,59.27,20,4.7,2521,120,https://picsum.photos/seed/nike-shorts-571/800/1000,4,True,XL|L|S|M,Navy|Purple
572,COS Relaxed Linen Shirt - Navy (2),men,shirts,linen|summer|navy,COS,99.38,133.33,25,4.9,9471,373,https://picsum.photos/seed/cos-shirts-572/800/1000,4,False,XS|M|XXL,Beige|Black|Navy
573,Dr. Martens 1460 Smooth - Navy (3),footwear,boots,boots|leather|navy,Dr. Martens,157.83,208.92,24,4.8,3646,395,https://picsum.photos/seed/dr.-martens-boots-573/800/1000,5,True,6|12|11|9|8|10|7,White|Olive|Grey
574,Oakley Holbrook Prizm - Red (2),accessories,sunglasses,prizm|sport|red,Oakley,150.59,190.12,21,4.9,8351,267,https://picsum.photos/seed/oakley-sunglasses-574/800/1000,3,True,,Grey
575,Carhartt WIP Chase Hoodie - Grey (3),men,hoodies,fleece|street|grey,Carhartt WIP,81.47,103.13,21,3.9,4218,453,https://picsum.photos/seed/carhartt-wip-hoodies-575/800/1000,3,True,L|M|XXL|XS,Green|Red|Purple
576,Athleta Salutation Stash 7/8 Tight - Navy (1),women,activewear,leggings|performance|navy,Athleta,108.27,127.6,15,4.2,11917,441,https://picsum.photos/seed/athleta-activewear-576/800/1000,3,True,XS|XL|M|L|S|XXL,Green|Pink
577,Lululemon ABC Slim-Fit Pant - Black (4),men,pants,commuter|stretch|black,Lululemon,130.7,164.32,20,4.6,15984,446,https://picsum.photos/seed/lululemon-pants-577/800/1000,5,True,M|XL|XXL|XS|L,Blue|Green|Red
578,Arc'teryx Atom LT Hoody - Beige (3),men,jackets,insulated|outdoor|beige,Arc'teryx,261.25,284.16,8,4.7,12207,467,https://picsum.photos/seed/arc'teryx-jackets-578/800/1000,4,True,L|XS|S|XL,Navy
579,Casio G-Shock DW5600 - Red (3),accessories,watches,shock resistant|digital|red,Casio,90.33,101.6,11,4.6,3580,472,https://picsum.photos/seed/casio-watches-579/800/1000,2,True,,White|Olive
580,Dr. Martens 1460 Smooth - White (4),footwear,boots,boots|leather|white,Dr. Martens,153.08,180.53,15,4.3,9499,283,https://picsum.photos/seed/dr.-martens-boots-580/800/1000,4,True,9|7|12|11|10,Olive|Red
581,The Ordinary Niacinamide 10% + Zinc 1% - Beige (3),beauty,serum,niacinamide|oil control|beige,The Ordinary,11.44,14.8,23,4.5,786,441,https://picsum.photos/seed/the-ordinary-serum-581/800/1000,5,True,,Olive
582,Birkenstock Arizona EVA - Pink (1),footwear,sandals,sandals|summer|pink,Birkenstock,47.7,59.9,20,4.4,5093,0,https://picsum.photos/seed/birkenstock-sandals-582/800/1000,6,True,10|8|7|9|12|11,Brown|Green|Navy
583,Kids Nike Team Hustle D 11 - Navy (2),kids,sneakers,kids|basketball|navy,Nike,64.71,85.24,24,5.0,11084,114,https://picsum.photos/seed/nike-sneakers-583/800/1000,4,False,1Y|10C|12C|2Y|11C|13C|3Y,Grey|Olive
584,Dr. Martens 1460 Smooth - Grey (1),footwear,boots,boots|leather|grey,Dr. Martens,184.93,196.47,6,4.4,544,418,https://picsum.photos/seed/dr.-martens-boots-584/800/1000,6,True,6|7|12,Red|Beige|Navy
585,Apple Watch SE (2nd Gen) - Brown (1),accessories,watches,smartwatch|fitness|brown,Apple,239.78,288.42,17,4.5,319,440,https://picsum.photos/seed/apple-watches-585/800/1000,4,True,,Beige
586,Allbirds Wool Runner - Green (1),footwear,sneakers,merino|sustainable|green,Allbirds,126.06,162.29,22,4.1,4053,362,https://picsum.photos/seed/allbirds-sneakers-586/800/1000,2,True,12|7|9|6|8|10|11,Brown|Grey
587,Rains Long Jacket - Beige (4),men,jackets,rain|lightweight|beige,Rains,130.1,172.81,25,4.6,7089,404,https://picsum.photos/seed/rains-jackets-587/800/1000,4,True,M|S|XXL,Grey
588,The North Face Nuptse Jacket - Purple (4),women,jackets,down|outdoor|purple,The North Face,348.26,391.66,11,4.6,12478,424,https://picsum.photos/seed/the-north-face-jackets-588/800/1000,5,False,L|XXL|XL|M|XS,Grey|Red|White
589,Madewell Transport Tote - Blue (2),accessories,bags,tote|leather|blue,Madewell,214.39,286.93,25,4.9,4442,274,https://picsum.photos/seed/madewell-bags-589/800/1000,4,True,,Blue
590,Sephora Collection Cream Lip Stain - Beige (4),beauty,makeup,lip|matte|beige,Sephora Collection,14.61,16.1,9,4.3,3244,85,https://picsum.photos/seed/sephora-collection-makeup-590/800/1000,5,True,,Red|Grey
591,Adidas Ultraboost Light - Blue (2),footwear,running,running|boost|performance|blue,Adidas,206.46,276.75,25,4.6,13246,222,https://picsum.photos/seed/adidas-running-591/800/1000,2,False,8|9|12|7|10|6,White
592,Herschel Little America Backpack - Navy (4),accessories,bags,backpack|travel|navy,Herschel,126.07,152.26,17,4.4,9285,206,https://picsum.photos/seed/herschel-bags-592/800/1000,2,True,,Navy
593,Nike Air Force 1 '07 - Black (3),footwear,sneakers,sneakers|leather|heritage|black,Nike,102.5,110.18,7,5.0,6059,489,https://picsum.photos/seed/nike-sneakers-593/800/1000,4,False,9|12|6|11|8,Black
594,Bose QuietComfort Ultra - Green (2),accessories,headphones,anc|comfort|green,Bose,482.01,556.67,13,4.6,11032,171,https://picsum.photos/seed/bose-headphones-594/800/1000,4,True,,Black|Green|Purple
595,Gap Kids Graphic Tee - Pink (1),kids,t-shirts,cotton|graphic|pink,Gap,17.95,21.93,18,4.6,117,49,https://picsum.photos/seed/gap-t-shirts-595/800/1000,4,False,10C|1Y|13C|2Y|11C|3Y|12C,Navy|Olive|Blue
596,CeraVe Hydrating Facial Cleanser - Navy (2),beauty,skincare,cleanser|ceramides|navy,CeraVe,15.6,20.62,24,4.8,12327,118,https://picsum.photos/seed/cerave-skincare-596/800/1000,4,True,,Beige
597,Timberland 6-Inch Premium - Grey (2),footwear,boots,boots|waterproof|grey,Timberland,239.12,303.43,21,4.6,3571,153,https://picsum.photos/seed/timberland-boots-597/800/1000,5,True,8|7|11|10|12,Brown|Blue
598,Fenty Beauty Gloss Bomb - Blue (2),beauty,makeup,lip gloss|shine|blue,Fenty Beauty,19.36,22.51,14,4.8,11501,387,https://picsum.photos/seed/fenty-beauty-makeup-598/800/1000,3,True,,Red
599,Sony WH-1000XM5 - Green (1),accessories,headphones,anc|wireless|green,Sony,411.55,434.16,5,4.1,6861,467,https://picsum.photos/seed/sony-headphones-599/800/1000,2,False,,Blue|Grey
600,The North Face Nuptse Jacket - Pink (3),women,jackets,down|outdoor|pink,The North Face,329.84,440.56,25,4.5,13933,236,https://picsum.photos/seed/the-north-face-jackets-600/800/1000,4,True,L|S|XXL|XS|M|XL,White
601,Herschel Little America Backpack - Brown (1),accessories,bags,backpack|travel|brown,Herschel,137.91,161.64,15,4.5,9726,403,https://picsum.photos/seed/herschel-bags-601/800/1000,5,False,,Olive
602,The North Face Nuptse Jacket - Brown (2),women,jackets,down|outdoor|brown,The North Face,356.71,445.72,20,4.9,13104,443,https://picsum.photos/seed/the-north-face-jackets-602/800/1000,3,False,XL|L|XS|XXL|M,Pink
603,Ray-Ban Wayfarer Classic - Navy (1),accessories,sunglasses,acetate|uv|navy,Ray-Ban,174.28,200.65,13,4.4,7215,319,https://picsum.photos/seed/ray-ban-sunglasses-603/800/1000,2,True,,Navy|Beige
604,New Balance 990v6 - Brown (2),footwear,running,running|made in usa|suede|brown,New Balance,205.72,259.65,21,4.3,13063,63,https://picsum.photos/seed/new-balance-running-604/800/1000,3,True,8|9|7,Grey|Brown
605,Apple Watch SE (2nd Gen) - Pink (3),accessories,watches,smartwatch|fitness|pink,Apple,280.22,362.92,23,4.6,2829,348,https://picsum.photos/seed/apple-watches-605/800/1000,5,True,,Blue
606,Apple Watch SE (2nd Gen) - Brown (4),accessories,watches,smartwatch|fitness|brown,Apple,232.02,296.64,22,4.1,821,175,https://picsum.photos/seed/apple-watches-606/800/1000,6,False,,Green|Black
607,Nike Air Force 1 '07 - Black (2),footwear,sneakers,sneakers|leather|heritage|black,Nike,111.37,135.62,18,4.1,7404,248,https://picsum.photos/seed/nike-sneakers-607/800/1000,6,False,6|11|8,White
608,Sephora Collection Cream Lip Stain - Purple (1),beauty,makeup,lip|matte|purple,Sephora Collection,15.03,17.11,12,4.2,16616,285,https://picsum.photos/seed/sephora-collection-makeup-608/800/1000,6,True,,Brown|Green|Grey
609,Nike Dri-FIT Challenger Shorts - Pink (1),men,shorts,running|lightweight|pink,Nike,51.33,55.96,8,3.8,17642,469,https://picsum.photos/seed/nike-shorts-609/800/1000,4,True,XS|S|L|M|XXL|XL,Olive|Grey|Green
610,Ray-Ban Wayfarer Classic - Black (2),accessories,sunglasses,acetate|uv|black,Ray-Ban,171.89,197.58,13,4.2,2647,473,https://picsum.photos/seed/ray-ban-sunglasses-610/800/1000,5,True,,Blue|Green|Beige
611,Kindle Paperwhite 11th Gen - Brown (4),accessories,ereader,ereader|waterproof|brown,Amazon,154.11,175.61,12,4.8,3610,342,https://picsum.photos/seed/amazon-ereader-611/800/1000,4,True,,Grey|Blue|Brown
612,Nike Dri-FIT Challenger Shorts - Navy (2),men,shorts,running|lightweight|navy,Nike,44.02,48.82,10,4.2,1327,106,https://picsum.photos/seed/nike-shorts-612/800/1000,6,True,XL|XXL|L|S|XS,Green|Brown
613,Carter's 2-Piece Pajama Set - Red (3),kids,sleepwear,pajamas|soft|red,Carter's,25.01,32.23,22,4.1,860,462,https://picsum.photos/seed/carter's-sleepwear-613/800/1000,6,False,3Y|11C|13C,Navy
614,Oakley Holbrook Prizm - Purple (1),accessories,sunglasses,prizm|sport|purple,Oakley,170.38,212.7,20,4.7,11414,423,https://picsum.photos/seed/oakley-sunglasses-614/800/1000,6,False,,Red|Beige
615,Converse Chuck 70 High - Purple (2),footwear,sneakers,canvas|lifestyle|purple,Converse,94.62,109.22,13,4.8,17839,9,https://picsum.photos/seed/converse-sneakers-615/800/1000,3,True,10|11|12|7,Green|Olive|White
616,Skip Hop Diaper Backpack - Beige (3),kids,bags,parents|diaper|beige,Skip Hop,71.05,76.24,7,4.1,1572,45,https://picsum.photos/seed/skip-hop-bags-616/800/1000,2,True,13C|2Y|10C|11C|12C,Olive|Beige|Red
617,Garmin Forerunner 265 - Red (4),accessories,watches,gps|running|red,Garmin,475.92,605.32,21,3.9,12208,370,https://picsum.photos/seed/garmin-watches-617/800/1000,6,True,,Purple|Pink
618,Aritzia Super Puff - Blue (2),women,jackets,puffer|winter|blue,Aritzia,275.1,364.73,25,3.9,3639,153,https://picsum.photos/seed/aritzia-jackets-618/800/1000,3,False,L|M|XS|XXL|XL,Navy
619,Skip Hop Diaper Backpack - Green (2),kids,bags,parents|diaper|green,Skip Hop,70.12,84.33,17,3.8,8493,271,https://picsum.photos/seed/skip-hop-bags-619/800/1000,6,True,12C|2Y|13C|11C,Brown|Black
620,Allbirds Wool Runner - Blue (3),footwear,sneakers,merino|sustainable|blue,Allbirds,99.35,131.04,24,4.2,7541,119,https://picsum.photos/seed/allbirds-sneakers-620/800/1000,5,False,6|11|12|7|8,Red|White
621,Sony WH-1000XM5 - Grey (2),accessories,headphones,anc|wireless|grey,Sony,368.63,484.21,24,4.6,4936,117,https://picsum.photos/seed/sony-headphones-621/800/1000,6,True,,Green|Black
622,Birkenstock Arizona EVA - White (4),footwear,sandals,sandals|summer|white,Birkenstock,46.08,58.94,22,4.1,5129,101,https://picsum.photos/seed/birkenstock-sandals-622/800/1000,3,True,7|6|10,Blue
623,Hoka Clifton 9 - White (1),footwear,running,max cushion|running|white,Hoka,164.22,204.84,20,4.3,11587,492,https://picsum.photos/seed/hoka-running-623/800/1000,6,True,8|7|6,Brown|Olive|Grey
624,Sony WH-1000XM5 - Pink (4),accessories,headphones,anc|wireless|pink,Sony,380.94,422.83,10,4.5,17970,65,https://picsum.photos/seed/sony-headphones-624/800/1000,6,True,,Blue|Navy
625,Kids Nike Team Hustle D 11 - Brown (1),kids,sneakers,kids|basketball|brown,Nike,65.11,78.11,17,4.9,8985,221,https://picsum.photos/seed/nike-sneakers-625/800/1000,2,True,11C|1Y|2Y|12C|13C|10C,Blue|Beige|Grey
626,The North Face Nuptse Jacket - White (4),women,jackets,down|outdoor|white,The North Face,329.41,352.58,7,4.3,8990,254,https://picsum.photos/seed/the-north-face-jackets-626/800/1000,3,False,M|XXL|XS|L|XL|S,Black|Red
627,La Roche-Posay Anthelios SPF 60 - Pink (4),beauty,skincare,sunscreen|spf|pink,La Roche-Posay,33.81,40.57,17,4.0,11737,349,https://picsum.photos/seed/la-roche-posay-skincare-627/800/1000,4,True,,Green|Pink
628,The North Face Nuptse Jacket - Brown (2),women,jackets,down|outdoor|brown,The North Face,297.6,316.95,6,4.2,17024,305,https://picsum.photos/seed/the-north-face-jackets-628/800/1000,6,True,S|M|XXL|XL|L|XS,Green
629,Herschel Little America Backpack - White (3),accessories,bags,backpack|travel|white,Herschel,115.46,137.24,16,4.7,6236,40,https://picsum.photos/seed/herschel-bags-629/800/1000,2,False,,Olive|Red|Beige
